,Specialty,State,METHADONE.HCL,OXYCODONE.ACETAMINOPHEN,HYDROCODONE.ACETAMINOPHEN,ACETAMINOPHEN.CODEINE,FENTANYL,TRAMADOL.HCL,MORPHINE.SULFATE.ER,OXYCODONE.HCL,MORPHINE.SULFATE,OXYCONTIN,HYDROMORPHONE.HCL
21013,Dentist,RI,0,0,0,0,0,0,0,0,0,0,0
21014,Optometry,MI,0,0,0,0,0,0,0,0,0,0,0
21015,Family Practice,CA,0,0,0,0,0,0,0,0,0,0,0
21016,Physician Assistant,KY,0,0,0,0,0,0,0,0,0,0,0
21017,Dentist,WA,0,0,0,0,0,0,0,0,0,0,0
21018,Emergency Medicine,IN,0,0,33,0,0,0,0,0,0,0,0
21019,Psychiatry,TX,0,0,11,0,0,15,0,0,0,0,0
21020,Obstetrics/Gynecology,NY,0,0,0,0,0,0,0,0,0,0,0
21021,Otolaryngology,SC,0,0,0,0,0,0,0,0,0,0,0
21022,Family Practice,TX,0,0,20,0,0,63,0,0,0,0,0
21023,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
21024,Dentist,FL,0,0,11,0,0,0,0,0,0,0,0
21025,Dentist,OH,0,0,0,0,0,0,0,0,0,0,0
21026,Psychiatry,NJ,0,0,0,0,0,0,0,0,0,0,0
21027,Emergency Medicine,IL,0,0,31,0,0,18,0,0,0,0,0
21028,Physical Medicine and Rehabilitation,PA,0,56,290,0,0,103,96,16,0,0,0
21029,Obstetrics/Gynecology,KY,0,0,11,0,0,0,0,0,0,0,0
21030,General Surgery,IN,0,0,11,0,0,0,0,0,0,0,0
21031,Physical Medicine and Rehabilitation,IL,0,0,125,43,0,41,0,0,0,0,0
21032,Dentist,CO,0,0,0,0,0,0,0,0,0,0,0
21033,Optometry,WA,0,0,0,0,0,0,0,0,0,0,0
21034,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
21035,Physician Assistant,AZ,0,0,0,0,0,0,0,0,0,0,0
21036,Family Practice,SC,0,0,36,0,0,39,0,0,0,0,0
21037,Physician Assistant,IL,0,0,297,0,0,55,0,0,0,0,0
21038,Podiatry,TN,0,16,35,0,0,0,0,0,0,0,0
21039,Nephrology,PA,0,0,0,0,0,0,0,0,0,0,0
21040,Family Practice,CA,0,0,72,0,0,0,0,0,0,0,0
21041,Psychiatry,VA,0,0,0,0,0,0,0,0,0,0,0
21042,Physician Assistant,CA,0,0,0,0,0,0,0,0,0,0,0
21043,Internal Medicine,MD,0,0,0,0,0,0,0,0,0,0,0
21044,Internal Medicine,KY,0,0,0,0,0,0,0,0,0,0,0
21045,Internal Medicine,AR,0,0,12,0,0,0,0,0,0,0,0
21046,Family Practice,NY,33,0,201,43,65,21,0,0,0,0,0
21047,Otolaryngology,IL,0,11,12,0,0,0,0,0,0,0,0
21048,Internal Medicine,MD,0,0,0,0,0,0,0,0,0,0,0
21049,Psychiatry,CA,0,0,0,0,0,0,0,0,0,0,0
21050,Family Practice,PA,0,0,61,0,0,53,0,0,0,0,0
21051,Infectious Disease,CA,0,0,0,0,0,0,0,0,0,0,0
21052,Internal Medicine,TX,0,0,443,0,0,100,0,0,0,0,0
21053,Anesthesiology,PA,79,176,250,11,111,38,401,0,0,0,26
21054,Family Practice,GA,0,0,0,0,0,0,0,0,0,0,0
21055,Internal Medicine,OR,0,0,0,0,0,0,0,19,0,0,0
21056,Family Practice,FL,0,57,99,0,0,51,0,12,0,0,0
21057,Hematology/Oncology,NY,0,0,0,0,0,0,0,22,0,0,0
21058,Internal Medicine,AZ,0,11,29,0,0,0,0,0,0,0,0
21059,Nurse Practitioner,IN,0,0,0,0,0,0,0,0,0,0,0
21060,Cardiology,TX,0,0,0,0,0,0,0,0,0,0,0
21061,Internal Medicine,FL,0,0,0,0,0,0,0,0,0,0,0
21062,Cardiology,FL,0,0,0,0,0,0,0,0,0,0,0
21063,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
21064,Nurse Practitioner,MN,0,23,56,15,0,42,17,12,0,0,0
21065,Family Practice,CA,0,0,29,0,0,29,0,0,0,0,0
21066,Nurse Practitioner,OK,0,0,0,0,0,0,0,0,0,0,0
21067,Family Practice,TX,0,0,39,0,0,0,0,0,0,0,0
21068,Internal Medicine,WI,0,0,0,0,0,0,0,0,0,0,0
21069,Physician Assistant,CA,0,0,58,0,0,28,0,0,0,0,0
21070,Family Practice,NJ,0,0,0,0,0,0,0,0,0,0,0
21071,Emergency Medicine,CA,0,0,12,0,0,0,0,0,0,0,0
21072,Physician Assistant,PA,0,0,16,0,0,0,0,0,0,0,0
21073,Nurse Practitioner,TX,0,0,0,0,0,0,0,0,0,0,0
21074,Physician Assistant,IL,0,0,0,0,0,0,0,0,0,0,0
21075,Nurse Practitioner,OR,0,0,0,0,0,0,0,0,0,0,16
21076,Internal Medicine,RI,0,128,37,12,0,206,0,13,0,0,0
21077,Physician Assistant,CT,0,36,0,0,0,0,0,0,0,0,0
21078,Student in an Organized Health Care Education/Training Program,MN,0,0,0,0,0,0,0,0,0,0,0
21079,Nurse Practitioner,NC,0,0,0,0,0,0,0,0,0,0,0
21080,Physician Assistant,CA,0,0,0,0,0,0,0,0,0,0,0
21081,Dentist,MD,0,0,0,0,0,0,0,0,0,0,0
21082,Physician Assistant,NC,0,0,26,0,0,27,0,11,0,0,0
21083,Dermatology,OH,0,0,0,0,0,0,0,0,0,0,0
21084,Nephrology,CA,0,0,0,0,0,0,0,0,0,0,0
21085,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
21086,Nurse Practitioner,MA,0,0,0,0,0,19,0,13,0,0,0
21087,Nurse Practitioner,KS,0,0,0,0,0,0,0,0,0,0,0
21088,Student in an Organized Health Care Education/Training Program,IN,0,0,0,0,0,0,0,0,0,0,0
21089,Emergency Medicine,MI,0,0,22,0,0,0,0,0,0,0,0
21090,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
21091,Physician Assistant,WI,0,0,0,0,0,0,0,0,0,0,0
21092,Internal Medicine,NC,0,50,314,0,0,220,0,0,0,0,0
21093,Orthopedic Surgery,MD,0,0,29,0,0,27,0,0,0,0,0
21094,Optometry,CT,0,0,0,0,0,0,0,0,0,0,0
21095,Obstetrics/Gynecology,CA,0,0,0,0,0,0,0,0,0,0,0
21096,Emergency Medicine,OH,0,14,62,0,0,11,0,0,0,0,0
21097,Nephrology,LA,0,0,75,0,0,173,0,0,0,0,0
21098,Obstetrics/Gynecology,TN,0,0,0,0,0,0,0,0,0,0,0
21099,Hematology/Oncology,RI,12,12,30,0,12,0,17,32,14,0,0
21100,Dentist,TX,0,0,0,0,0,0,0,0,0,0,0
21101,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
21102,Dentist,VA,0,0,0,0,0,0,0,0,0,0,0
21103,Family Practice,WA,0,17,42,0,0,0,0,0,0,0,0
21104,Nurse Practitioner,IN,0,0,55,0,0,29,0,0,0,0,0
21105,Family Practice,FL,0,0,0,0,0,0,0,0,0,0,0
21106,Rheumatology,OK,0,0,80,12,0,62,0,0,0,0,0
21107,Internal Medicine,NY,0,65,0,0,0,32,0,0,24,0,0
21108,Physician Assistant,NY,0,11,0,0,0,0,0,0,0,0,0
21109,Family Practice,AR,0,0,18,0,0,0,0,0,0,0,0
21110,Gastroenterology,IL,0,0,0,0,0,0,0,0,0,0,0
21111,Internal Medicine,AZ,0,0,60,16,0,81,0,0,0,0,0
21112,Internal Medicine,MN,19,27,379,30,0,70,82,0,0,12,0
21113,Nurse Practitioner,IL,0,0,15,0,13,0,0,0,0,0,0
21114,Allergy/Immunology,NC,0,0,0,0,0,0,0,0,0,0,0
21115,Dermatology,NC,0,0,0,0,0,0,0,0,0,0,0
21116,Gastroenterology,MD,0,0,0,0,0,0,0,0,0,0,0
21117,Internal Medicine,LA,0,0,0,0,0,0,0,0,0,0,0
21118,Pediatric Medicine,MS,0,0,0,0,0,0,0,0,0,0,0
21119,Emergency Medicine,AZ,0,0,25,0,0,0,0,0,0,0,0
21120,Internal Medicine,OH,0,0,0,0,0,0,0,0,0,0,0
21121,Orthopedic Surgery,GA,0,108,124,32,0,78,0,0,0,0,12
21122,Internal Medicine,IL,0,103,942,41,157,245,38,70,36,25,22
21123,Anesthesiology,AL,0,0,32,0,0,0,0,0,0,0,0
21124,Orthopedic Surgery,LA,0,0,77,0,0,0,0,0,0,0,0
21125,Ophthalmology,IL,0,0,0,0,0,0,0,0,0,0,0
21126,Dermatology,CA,0,0,0,0,0,0,0,0,0,0,0
21127,Cardiology,WV,0,0,0,0,0,0,0,0,0,0,0
21128,Orthopedic Surgery,SC,0,0,108,0,0,14,0,0,0,0,0
21129,Emergency Medicine,CA,0,116,108,0,0,60,0,0,0,0,0
21130,Physical Medicine and Rehabilitation,FL,0,27,63,0,12,12,0,20,0,0,0
21131,Hematology/Oncology,NY,0,20,0,0,0,0,0,0,0,0,0
21132,Family Practice,IL,0,0,0,0,0,0,0,0,0,0,0
21133,Hematology/Oncology,FL,0,24,0,0,0,0,0,0,0,0,0
21134,Family Practice,NV,0,0,0,0,0,0,0,0,0,0,0
21135,Internal Medicine,CA,12,88,180,0,0,91,42,103,13,58,22
21136,Cardiology,KS,0,0,0,0,0,0,0,0,0,0,0
21137,Cardiology,WA,0,0,0,0,0,0,0,0,0,0,0
21138,Nurse Practitioner,KY,0,0,0,0,0,0,0,0,0,0,0
21139,Family Practice,NY,0,78,83,0,32,34,0,20,0,0,0
21140,Nurse Practitioner,PA,0,0,0,0,0,0,0,0,0,0,0
21141,Emergency Medicine,IA,0,0,22,16,0,0,0,0,0,0,0
21142,Urology,OH,0,0,0,0,0,0,0,0,0,0,0
21143,Obstetrics/Gynecology,GA,0,0,0,0,0,0,0,0,0,0,0
21144,Rheumatology,TX,0,0,232,32,0,164,0,0,0,16,0
21145,General Surgery,TN,0,18,16,0,0,0,0,0,0,0,0
21146,Psychiatry,NM,0,0,0,0,0,0,0,0,0,0,0
21147,Internal Medicine,VT,20,16,13,0,19,61,28,22,0,16,15
21148,Internal Medicine,NJ,0,18,18,0,0,29,0,0,0,0,0
21149,Nurse Practitioner,SC,0,0,33,0,0,17,0,0,0,0,0
21150,Psychiatry,PR,0,0,0,0,0,0,0,0,0,0,0
21151,Orthopedic Surgery,OH,0,28,183,0,0,63,0,12,0,0,0
21152,Emergency Medicine,FL,0,42,13,0,0,17,0,0,0,0,0
21153,Hematology/Oncology,DC,0,0,0,0,0,0,0,0,0,0,0
21154,Nurse Practitioner,MA,0,0,0,0,0,0,0,0,0,0,0
21155,Ophthalmology,OH,0,11,0,0,0,0,0,0,0,0,0
21156,Anesthesiology,NJ,21,197,220,0,109,100,76,226,43,79,11
21157,Family Practice,IL,43,56,469,59,198,255,126,69,37,43,15
21158,General Practice,FL,0,307,374,11,19,60,219,17,114,0,24
21159,Physician Assistant,TN,0,0,12,0,0,22,0,0,0,0,0
21160,Cardiology,MN,0,0,0,0,0,0,0,0,0,0,0
21161,Cardiology,IL,0,0,17,0,0,12,0,0,0,0,0
21162,Family Practice,TN,0,0,20,0,0,0,0,0,0,0,0
21163,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
21164,General Surgery,VA,0,11,84,0,0,0,0,0,0,0,12
21165,Internal Medicine,WY,0,0,0,0,0,0,0,0,0,0,0
21166,Nurse Practitioner,MN,0,0,0,0,0,0,0,0,0,0,0
21167,Physician Assistant,NY,0,31,35,0,0,0,0,0,0,0,0
21168,Family Practice,PA,0,105,89,14,36,167,24,71,0,20,0
21169,Family Practice,VA,0,34,115,15,67,142,32,20,11,13,0
21170,Nurse Practitioner,LA,0,0,0,0,0,0,0,0,0,0,0
21171,Obstetrics/Gynecology,FL,0,0,0,0,0,0,0,0,0,0,0
21172,Pulmonary Disease,MA,0,0,0,0,0,0,0,0,0,0,0
21173,Podiatry,PA,0,0,0,0,0,0,0,0,0,0,0
21174,Dermatology,FL,0,0,18,0,0,18,0,0,0,0,0
21175,Physician Assistant,IA,0,0,51,0,0,29,0,0,0,0,0
21176,Hematology/Oncology,MA,0,0,11,0,0,0,0,0,0,0,0
21177,Dermatology,TX,0,0,0,0,0,11,0,0,0,0,0
21178,Gastroenterology,NY,0,0,0,0,0,0,0,0,0,0,0
21179,Nurse Practitioner,KS,0,0,0,0,0,0,0,0,0,0,0
21180,Internal Medicine,MN,0,0,0,0,0,0,0,0,0,0,0
21181,Endocrinology,GA,0,0,14,0,0,72,0,0,0,0,0
21182,Psychiatry,CA,0,0,0,0,0,0,0,0,0,0,0
21183,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
21184,Pulmonary Disease,ND,0,0,0,0,0,0,0,0,0,0,0
21185,Family Practice,FL,0,0,0,14,0,16,0,0,0,0,0
21186,Dentist,AR,0,0,91,0,0,0,0,0,0,0,0
21187,Internal Medicine,FL,0,217,228,0,206,95,0,299,0,14,0
21188,Dentist,AR,0,0,23,0,0,0,0,0,0,0,0
21189,Nurse Practitioner,FL,0,0,0,0,0,0,0,0,0,0,0
21190,Ophthalmology,FL,0,0,0,0,0,0,0,0,0,0,0
21191,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
21192,Dentist,PA,0,0,0,0,0,0,0,0,0,0,0
21193,Internal Medicine,FL,0,0,0,0,0,0,0,0,0,0,0
21194,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
21195,Nurse Practitioner,CA,0,0,164,0,0,22,0,0,0,0,0
21196,Physician Assistant,FL,0,0,0,0,0,14,0,0,0,0,0
21197,Emergency Medicine,WA,0,0,21,0,0,0,0,11,0,0,0
21198,Cardiology,TX,0,0,0,0,0,0,0,0,0,0,0
21199,Physician Assistant,DC,0,0,12,0,0,0,0,20,0,0,0
21200,Infectious Disease,CA,0,0,0,0,0,0,0,0,0,0,0
21201,Internal Medicine,CO,0,80,110,21,44,50,70,76,11,0,32
21202,Optometry,TX,0,0,0,0,0,0,0,0,0,0,0
21203,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
21204,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
21205,General Surgery,UT,0,21,0,0,0,0,0,0,0,0,0
21206,Physician Assistant,CA,0,0,11,0,0,0,0,0,0,0,0
21207,Gastroenterology,IN,0,0,0,0,0,0,0,0,0,0,0
21208,Oral Surgery (dentists only),FL,0,0,130,0,0,12,0,0,0,0,0
21209,General Surgery,MI,0,0,0,57,0,0,0,0,0,0,0
21210,Dentist,TN,0,0,18,0,0,0,0,0,0,0,0
21211,Dentist,AL,0,0,0,0,0,0,0,0,0,0,0
21212,Urology,PA,0,0,0,0,0,0,0,0,0,0,0
21213,Dentist,MI,0,0,0,0,0,0,0,0,0,0,0
21214,Pulmonary Disease,NJ,0,0,0,0,0,0,0,0,0,0,0
21215,Dentist,NV,0,0,0,0,0,0,0,0,0,0,0
21216,Dentist,IL,0,0,0,0,0,0,0,0,0,0,0
21217,Physical Medicine and Rehabilitation,CA,0,0,22,0,0,0,0,0,0,0,0
21218,Psychiatry & Neurology,TX,0,0,0,0,0,0,0,0,0,0,0
21219,Family Practice,GA,0,0,38,30,0,17,0,0,0,0,0
21220,Internal Medicine,OH,0,0,0,0,0,0,0,0,0,0,0
21221,Psychiatry & Neurology,CO,0,0,0,0,0,0,0,0,0,0,0
21222,General Surgery,NY,0,13,0,0,0,0,0,0,0,0,0
21223,Psychiatry,NY,0,0,0,0,0,0,0,0,0,0,0
21224,Nurse Practitioner,TN,0,0,24,0,0,0,0,0,0,0,0
21225,Nurse Practitioner,LA,0,0,36,0,0,25,0,0,0,0,0
21226,Family Practice,NJ,0,0,0,0,0,14,0,0,0,0,0
21227,Podiatry,OR,0,0,19,0,0,0,0,0,0,0,0
21228,Emergency Medicine,OH,0,12,52,0,0,0,0,0,0,0,0
21229,Emergency Medicine,MD,0,0,0,0,0,0,0,14,0,0,0
21230,Dentist,MI,0,0,0,0,0,0,0,0,0,0,0
21231,Family Practice,VA,0,0,51,0,0,0,0,12,0,0,0
21232,Otolaryngology,ND,0,0,0,0,0,0,0,0,0,0,0
21233,Orthopedic Surgery,CT,0,59,26,11,0,24,0,130,0,0,0
21234,Psychiatry,TX,0,0,0,0,0,0,0,0,0,0,0
21235,Nephrology,WV,0,0,0,0,0,0,0,0,0,0,0
21236,Orthopedic Surgery,WA,0,48,56,0,0,20,0,0,0,0,12
21237,Emergency Medicine,MS,0,21,44,0,0,14,0,0,0,0,0
21238,Nurse Practitioner,NJ,0,34,12,0,0,14,0,0,0,0,0
21239,Nephrology,MO,0,0,0,0,0,19,0,0,0,0,0
21240,Optometry,NJ,0,0,0,0,0,0,0,0,0,0,0
21241,Emergency Medicine,TX,0,0,42,0,0,37,0,0,0,0,0
21242,Psychiatry,VA,0,0,0,0,0,0,0,0,0,0,0
21243,Dentist,IL,0,0,0,0,0,0,0,0,0,0,0
21244,Cardiology,AR,0,0,0,0,0,0,0,0,0,0,0
21245,Physician Assistant,NH,0,0,0,0,0,0,0,0,0,0,0
21246,General Surgery,MI,0,0,57,0,0,0,0,0,0,0,0
21247,Dentist,OR,0,0,13,0,0,0,0,0,0,0,0
21248,Dentist,SC,0,0,27,0,0,0,0,0,0,0,0
21249,Dentist,ND,0,0,0,0,0,0,0,0,0,0,0
21250,Pediatric Medicine,TX,0,0,0,0,0,0,0,0,0,0,0
21251,Internal Medicine,NY,0,0,0,0,0,23,0,0,0,0,0
21252,Otolaryngology,VA,0,0,0,0,0,0,0,0,0,0,0
21253,Endocrinology,KS,0,0,0,0,0,0,0,0,0,0,0
21254,Family Practice,WI,14,0,279,0,13,54,42,0,0,0,0
21255,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
21256,Obstetrics/Gynecology,AZ,0,0,0,0,0,0,0,0,0,0,0
21257,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
21258,Physician Assistant,UT,0,0,41,0,0,0,0,32,0,0,0
21259,Physician Assistant,CA,0,50,35,0,0,0,0,0,0,0,11
21260,Otolaryngology,NY,0,0,0,0,0,0,0,0,0,0,0
21261,Physician Assistant,IL,0,0,17,0,0,0,0,0,0,0,0
21262,Physical Medicine and Rehabilitation,NJ,0,0,0,0,0,12,13,0,0,0,0
21263,Dentist,PA,0,0,0,0,0,0,0,0,0,0,0
21264,General Surgery,ID,0,0,64,0,0,0,0,0,0,0,0
21265,Dentist,UT,0,0,22,0,0,0,0,0,0,0,0
21266,Physical Medicine and Rehabilitation,WA,0,0,0,0,0,0,0,0,0,0,0
21267,Nurse Practitioner,FL,0,0,0,0,0,0,0,0,0,0,0
21268,Dentist,ID,0,0,0,0,0,0,0,0,0,0,0
21269,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
21270,Physician Assistant,CA,0,0,0,0,0,0,0,0,0,0,0
21271,Internal Medicine,MA,43,17,0,0,0,28,0,30,0,21,0
21272,Cardiology,VA,0,0,0,0,0,0,0,0,0,0,0
21273,Internal Medicine,MN,0,0,21,0,0,33,0,0,0,0,0
21274,Nurse Practitioner,WA,0,0,0,0,0,0,0,15,0,0,0
21275,Nurse Practitioner,WA,0,0,14,0,0,0,0,0,0,0,0
21276,Nurse Practitioner,TX,0,0,0,0,0,0,0,0,0,0,0
21277,Internal Medicine,IL,0,0,0,0,0,0,0,0,0,0,0
21278,Internal Medicine,RI,0,0,0,0,0,0,0,0,0,0,0
21279,Family Practice,CA,0,0,24,27,0,22,0,0,0,0,0
21280,Internal Medicine,TX,0,0,12,0,0,0,0,0,0,0,0
21281,Physician Assistant,CO,0,23,59,0,0,11,0,0,0,0,0
21282,Dentist,WA,0,0,14,0,0,0,0,0,0,0,0
21283,Family Practice,CA,0,0,0,0,0,0,0,0,0,0,0
21284,Physician Assistant,IL,0,0,0,0,0,0,0,0,0,0,0
21285,Nurse Practitioner,WI,0,0,0,0,0,0,0,0,0,0,0
21286,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
21287,Emergency Medicine,TX,0,0,11,0,0,0,0,0,0,0,0
21288,Student in an Organized Health Care Education/Training Program,CA,0,0,0,0,0,0,0,0,0,0,0
21289,Student in an Organized Health Care Education/Training Program,MD,0,0,17,0,0,0,0,0,0,0,0
21290,Physician Assistant,MI,0,0,0,0,0,0,0,0,0,0,0
21291,Psychiatry,TX,0,0,32,0,0,0,0,0,0,0,0
21292,Physician Assistant,NY,0,18,0,0,0,0,0,0,0,0,0
21293,Internal Medicine,MN,0,25,20,12,0,40,0,16,0,0,0
21294,Nurse Practitioner,IL,0,0,0,0,0,0,0,0,0,0,0
21295,Nurse Practitioner,NV,0,0,0,0,0,0,0,0,0,0,0
21296,Nurse Practitioner,CT,0,0,0,0,0,0,0,0,0,0,0
21297,Family Practice,MI,0,0,0,0,0,0,0,0,0,0,0
21298,Gastroenterology,OH,0,0,0,0,0,0,0,0,0,0,0
21299,Family Practice,MD,0,0,0,14,0,0,0,0,0,0,0
21300,General Practice,VA,0,0,0,0,0,0,0,0,0,0,0
21301,Cardiology,SC,0,0,0,0,0,0,0,0,0,0,0
21302,Family Practice,OH,0,76,145,17,0,158,30,0,0,0,0
21303,Orthopedic Surgery,CT,0,40,67,0,0,0,0,0,0,0,0
21304,Allergy/Immunology,CA,0,0,0,0,0,0,0,0,0,0,0
21305,Family Practice,MI,0,134,157,15,0,91,0,22,0,21,0
21306,Internal Medicine,OH,0,0,0,0,0,54,0,0,0,0,0
21307,Rheumatology,WI,0,0,64,0,0,14,0,14,0,0,0
21308,Nurse Practitioner,AZ,0,0,0,0,0,0,0,0,0,0,0
21309,Urology,TN,0,31,48,0,0,0,0,0,0,0,0
21310,Cardiology,LA,0,12,0,0,0,0,0,0,0,0,0
21311,Orthopedic Surgery,NY,0,0,0,0,0,0,0,15,0,0,0
21312,Podiatry,IN,0,0,85,0,0,0,0,0,0,0,0
21313,Cardiology,OH,0,0,0,0,0,0,0,0,0,0,0
21314,Dentist,VA,0,0,0,0,0,0,0,0,0,0,0
21315,General Surgery,AR,0,0,61,0,0,0,0,0,0,0,0
21316,Nurse Practitioner,ME,0,14,11,0,0,20,0,0,0,0,0
21317,Dentist,SC,0,0,23,0,0,0,0,0,0,0,0
21318,Family Practice,AZ,13,13,13,0,0,0,16,17,0,0,14
21319,Nurse Practitioner,OR,0,0,73,0,0,0,12,34,0,0,0
21320,Dentist,NC,0,0,0,0,0,0,0,0,0,0,0
21321,Physician Assistant,FL,0,0,0,0,0,21,0,0,0,0,0
21322,Psychiatry,NV,11,0,18,0,0,0,0,0,0,0,0
21323,Anesthesiology,CA,45,125,421,12,115,35,142,187,38,33,120
21324,Internal Medicine,FL,0,0,0,0,0,0,0,0,0,0,0
21325,Optometry,WI,0,0,0,0,0,0,0,0,0,0,0
21326,Family Practice,NH,0,0,0,0,0,11,0,0,0,0,0
21327,Hematology/Oncology,RI,0,0,19,0,0,0,0,14,0,0,0
21328,General Surgery,HI,0,0,0,0,0,0,0,0,0,0,0
21329,Emergency Medicine,AL,0,39,210,0,0,19,0,0,0,0,0
21330,Cardiology,DE,0,0,0,0,0,0,0,0,0,0,0
21331,Family Practice,PA,0,28,85,0,0,11,0,0,0,0,0
21332,Podiatry,CA,0,0,0,0,0,0,0,0,0,0,0
21333,Physician Assistant,NC,0,0,33,0,0,0,0,0,0,0,0
21334,Family Practice,LA,0,113,688,69,12,147,12,0,0,12,0
21335,Pulmonary Disease,OH,0,0,0,0,0,0,0,0,0,0,0
21336,Anesthesiology,PA,73,293,209,0,69,62,167,36,0,117,0
21337,Cardiology,CT,0,0,0,0,0,0,0,0,0,0,0
21338,Physician Assistant,TX,0,0,213,11,0,0,0,0,0,0,0
21339,Neurology,CA,0,0,0,0,0,0,0,0,0,0,0
21340,Emergency Medicine,TX,0,0,15,0,0,0,0,0,0,0,0
21341,Urology,FL,0,0,20,0,0,0,0,0,0,0,0
21342,Anesthesiology,NJ,0,68,22,0,0,64,0,24,0,0,0
21343,Hematology/Oncology,TX,0,0,52,0,0,0,0,16,0,0,0
21344,Nurse Practitioner,PA,0,0,0,0,0,0,0,0,0,0,0
21345,Cardiology,FL,0,0,0,0,0,0,0,0,0,0,0
21346,Optometry,OH,0,0,0,0,0,0,0,0,0,0,0
21347,Cardiology,MD,0,0,0,0,0,0,0,0,0,0,0
21348,Optometry,FL,0,0,0,0,0,0,0,0,0,0,0
21349,Family Practice,CA,0,16,121,0,0,40,0,0,0,0,0
21350,Family Practice,MA,0,0,0,0,0,0,0,0,0,0,0
21351,Ophthalmology,CA,0,0,0,0,0,0,0,0,0,0,0
21352,Family Practice,CA,0,0,21,0,0,0,0,0,0,0,0
21353,Orthopedic Surgery,TX,0,0,125,0,0,103,0,0,0,0,0
21354,General Surgery,FL,0,0,37,0,0,0,0,0,0,0,0
21355,Physician Assistant,KS,0,0,0,0,0,0,0,0,0,0,0
21356,Dentist,LA,0,0,30,0,0,0,0,0,0,0,0
21357,Physician Assistant,PA,0,0,25,0,0,0,0,0,0,0,0
21358,Family Practice,AZ,29,108,141,0,11,41,126,526,14,49,0
21359,Emergency Medicine,NC,0,0,114,0,0,0,0,0,0,0,0
21360,Gastroenterology,AR,0,0,12,0,0,0,0,0,0,0,0
21361,Hematology/Oncology,PR,0,21,0,0,23,14,0,0,0,0,0
21362,Internal Medicine,WA,33,37,113,11,12,16,0,61,0,13,0
21363,Neurology,NY,0,0,0,0,0,0,0,0,0,0,0
21364,Nurse Practitioner,MD,0,0,0,0,0,0,0,0,0,0,0
21365,Allergy/Immunology,FL,0,0,0,0,0,0,0,0,0,0,0
21366,Physical Medicine and Rehabilitation,MI,0,0,12,0,0,0,0,0,0,0,0
21367,Otolaryngology,OH,0,20,0,0,0,0,0,0,0,0,0
21368,Internal Medicine,CA,0,15,209,21,0,77,0,0,0,0,0
21369,Emergency Medicine,TX,0,0,78,0,0,67,0,0,0,0,0
21370,Podiatry,NJ,0,0,0,0,0,0,0,0,0,0,0
21371,Internal Medicine,AZ,0,25,171,0,13,158,0,39,0,0,0
21372,Anesthesiology,FL,27,66,26,0,28,12,114,237,13,22,239
21373,General Surgery,WI,0,59,0,0,0,0,0,15,0,0,0
21374,Internal Medicine,KS,0,35,289,77,22,129,13,50,0,0,0
21375,Family Practice,FL,0,0,34,0,0,59,0,0,0,0,0
21376,Orthopedic Surgery,MI,0,0,58,0,0,13,0,0,0,0,0
21377,Orthopedic Surgery,CA,0,11,72,0,0,0,0,0,0,0,0
21378,Optometry,WY,0,0,0,0,0,0,0,0,0,0,0
21379,Obstetrics/Gynecology,MN,0,0,0,0,0,0,0,0,0,0,0
21380,Obstetrics/Gynecology,VA,0,0,0,0,0,0,0,0,0,0,0
21381,Family Practice,AK,0,0,0,0,0,15,0,0,0,0,0
21382,Urology,TN,0,26,84,0,0,0,0,0,0,0,0
21383,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
21384,General Practice,VA,0,0,15,0,0,0,0,0,0,0,0
21385,Nurse Practitioner,PA,0,29,20,0,19,0,0,0,0,0,0
21386,Obstetrics/Gynecology,LA,0,0,0,0,0,0,0,0,0,0,0
21387,Family Practice,OH,0,84,197,41,0,114,0,0,0,0,0
21388,Family Practice,NY,0,0,0,0,0,0,0,0,0,0,0
21389,Podiatry,CA,0,0,0,0,0,0,0,0,0,0,0
21390,Physical Medicine and Rehabilitation,MD,182,125,49,0,80,31,98,144,21,63,123
21391,Family Practice,CA,0,0,119,0,0,27,0,0,0,0,0
21392,Nephrology,CA,0,0,30,0,0,0,0,0,0,0,0
21393,Dermatology,MA,0,0,0,0,0,0,0,0,0,0,0
21394,Gastroenterology,NC,0,0,0,0,0,0,0,20,0,0,0
21395,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
21396,Nurse Practitioner,MA,0,0,0,0,0,11,0,0,0,0,0
